,ppl,date,event,combination,source_abb,target_abb,abbrev_x,source,abbrev_y,target,weight
448,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KP', 'PC')",KP,PC,KP,Karen Pence,PC,Pat Cipollone,1
449,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KP', 'TT')",KP,TT,KP,Karen Pence,TT,Tiffany Trump,1
450,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KP', 'MB')",KP,MB,KP,Karen Pence,MB,Marsha Blackburn,1
451,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KP', 'MC')",KP,MC,KP,Karen Pence,MC,Mike Crapo,1
452,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KP', 'DF')",KP,DF,KP,Karen Pence,DF,Deb Fischer,1
453,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MM', 'BS')",MM,BS,MM,Mark Meadows,BS,Ben Sasse,1
454,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MM', 'JH')",MM,JH,MM,Mark Meadows,JH,Josh Hawley,1
455,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MM', 'KL')",MM,KL,MM,Mark Meadows,KL,Kelly Loeffler,1
456,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MM', 'PC')",MM,PC,MM,Mark Meadows,PC,Pat Cipollone,1
457,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MM', 'TT')",MM,TT,MM,Mark Meadows,TT,Tiffany Trump,1
458,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MM', 'MB')",MM,MB,MM,Mark Meadows,MB,Marsha Blackburn,1
459,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MM', 'MC')",MM,MC,MM,Mark Meadows,MC,Mike Crapo,1
460,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MM', 'DF')",MM,DF,MM,Mark Meadows,DF,Deb Fischer,1
461,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('BS', 'JH')",BS,JH,BS,Ben Sasse,JH,Josh Hawley,1
462,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('BS', 'KL')",BS,KL,BS,Ben Sasse,KL,Kelly Loeffler,1
463,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('BS', 'PC')",BS,PC,BS,Ben Sasse,PC,Pat Cipollone,1
464,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('BS', 'TT')",BS,TT,BS,Ben Sasse,TT,Tiffany Trump,1
465,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('BS', 'MB')",BS,MB,BS,Ben Sasse,MB,Marsha Blackburn,1
466,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('BS', 'MC')",BS,MC,BS,Ben Sasse,MC,Mike Crapo,1
467,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('BS', 'DF')",BS,DF,BS,Ben Sasse,DF,Deb Fischer,1
468,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('JH', 'KL')",JH,KL,JH,Josh Hawley,KL,Kelly Loeffler,1
469,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('JH', 'PC')",JH,PC,JH,Josh Hawley,PC,Pat Cipollone,1
470,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('JH', 'TT')",JH,TT,JH,Josh Hawley,TT,Tiffany Trump,1
471,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('JH', 'MB')",JH,MB,JH,Josh Hawley,MB,Marsha Blackburn,1
472,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('JH', 'MC')",JH,MC,JH,Josh Hawley,MC,Mike Crapo,1
473,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('JH', 'DF')",JH,DF,JH,Josh Hawley,DF,Deb Fischer,1
474,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KL', 'PC')",KL,PC,KL,Kelly Loeffler,PC,Pat Cipollone,1
475,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KL', 'TT')",KL,TT,KL,Kelly Loeffler,TT,Tiffany Trump,1
476,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KL', 'MB')",KL,MB,KL,Kelly Loeffler,MB,Marsha Blackburn,1
477,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KL', 'MC')",KL,MC,KL,Kelly Loeffler,MC,Mike Crapo,1
478,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KL', 'DF')",KL,DF,KL,Kelly Loeffler,DF,Deb Fischer,1
479,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('PC', 'TT')",PC,TT,PC,Pat Cipollone,TT,Tiffany Trump,1
480,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('PC', 'MB')",PC,MB,PC,Pat Cipollone,MB,Marsha Blackburn,1
481,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('PC', 'MC')",PC,MC,PC,Pat Cipollone,MC,Mike Crapo,1
482,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('PC', 'DF')",PC,DF,PC,Pat Cipollone,DF,Deb Fischer,1
483,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('TT', 'MB')",TT,MB,TT,Tiffany Trump,MB,Marsha Blackburn,1
484,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('TT', 'MC')",TT,MC,TT,Tiffany Trump,MC,Mike Crapo,1
485,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('TT', 'DF')",TT,DF,TT,Tiffany Trump,DF,Deb Fischer,1
486,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MB', 'MC')",MB,MC,MB,Marsha Blackburn,MC,Mike Crapo,1
487,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MB', 'DF')",MB,DF,MB,Marsha Blackburn,DF,Deb Fischer,1
488,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MC', 'DF')",MC,DF,MC,Mike Crapo,DF,Deb Fischer,1
489,"['DT', 'KM', 'MS', 'DS']",2020-09-26,Travel to and from Pennsylvania event,"('DT', 'KM')",DT,KM,DT,Donald Trump,KM,Kayleigh McEnany,1
490,"['DT', 'KM', 'MS', 'DS']",2020-09-26,Travel to and from Pennsylvania event,"('DT', 'MS')",DT,MS,DT,Donald Trump,MS,Michael Shear,1
491,"['DT', 'KM', 'MS', 'DS']",2020-09-26,Travel to and from Pennsylvania event,"('DT', 'DS')",DT,DS,DT,Donald Trump,DS,Dan Scavino,1
492,"['DT', 'KM', 'MS', 'DS']",2020-09-26,Travel to and from Pennsylvania event,"('KM', 'MS')",KM,MS,KM,Kayleigh McEnany,MS,Michael Shear,1
493,"['DT', 'KM', 'MS', 'DS']",2020-09-26,Travel to and from Pennsylvania event,"('KM', 'DS')",KM,DS,KM,Kayleigh McEnany,DS,Dan Scavino,1
494,"['DT', 'KM', 'MS', 'DS']",2020-09-26,Travel to and from Pennsylvania event,"('MS', 'DS')",MS,DS,MS,Michael Shear,DS,Dan Scavino,1
495,"['DT', 'CC', 'HH', 'SM', 'RG']",2020-09-27,Debate preparations,"('DT', 'CC')",DT,CC,DT,Donald Trump,CC,Chris Christie,1
496,"['DT', 'CC', 'HH', 'SM', 'RG']",2020-09-27,Debate preparations,"('DT', 'HH')",DT,HH,DT,Donald Trump,HH,Hope Hicks,1
497,"['DT', 'CC', 'HH', 'SM', 'RG']",2020-09-27,Debate preparations,"('DT', 'SM')",DT,SM,DT,Donald Trump,SM,Stephen Miller,1
498,"['DT', 'CC', 'HH', 'SM', 'RG']",2020-09-27,Debate preparations,"('DT', 'RG')",DT,RG,DT,Donald Trump,RG,Rudolph Giuliani,1
499,"['DT', 'CC', 'HH', 'SM', 'RG']",2020-09-27,Debate preparations,"('CC', 'HH')",CC,HH,CC,Chris Christie,HH,Hope Hicks,1
500,"['DT', 'CC', 'HH', 'SM', 'RG']",2020-09-27,Debate preparations,"('CC', 'SM')",CC,SM,CC,Chris Christie,SM,Stephen Miller,1
501,"['DT', 'CC', 'HH', 'SM', 'RG']",2020-09-27,Debate preparations,"('CC', 'RG')",CC,RG,CC,Chris Christie,RG,Rudolph Giuliani,1
502,"['DT', 'CC', 'HH', 'SM', 'RG']",2020-09-27,Debate preparations,"('HH', 'SM')",HH,SM,HH,Hope Hicks,SM,Stephen Miller,1
503,"['DT', 'CC', 'HH', 'SM', 'RG']",2020-09-27,Debate preparations,"('HH', 'RG')",HH,RG,HH,Hope Hicks,RG,Rudolph Giuliani,1
504,"['DT', 'CC', 'HH', 'SM', 'RG']",2020-09-27,Debate preparations,"('SM', 'RG')",SM,RG,SM,Stephen Miller,RG,Rudolph Giuliani,1
505,"['DT', 'KM', 'CC', 'AD', 'RG']",2020-09-27,News conference at the White House,"('DT', 'KM')",DT,KM,DT,Donald Trump,KM,Kayleigh McEnany,1
506,"['DT', 'KM', 'CC', 'AD', 'RG']",2020-09-27,News conference at the White House,"('DT', 'CC')",DT,CC,DT,Donald Trump,CC,Chris Christie,1
507,"['DT', 'KM', 'CC', 'AD', 'RG']",2020-09-27,News conference at the White House,"('DT', 'AD')",DT,AD,DT,Donald Trump,AD,Al Drago,1
508,"['DT', 'KM', 'CC', 'AD', 'RG']",2020-09-27,News conference at the White House,"('DT', 'RG')",DT,RG,DT,Donald Trump,RG,Rudolph Giuliani,1
509,"['DT', 'KM', 'CC', 'AD', 'RG']",2020-09-27,News conference at the White House,"('KM', 'CC')",KM,CC,KM,Kayleigh McEnany,CC,Chris Christie,1
510,"['DT', 'KM', 'CC', 'AD', 'RG']",2020-09-27,News conference at the White House,"('KM', 'AD')",KM,AD,KM,Kayleigh McEnany,AD,Al Drago,1
511,"['DT', 'KM', 'CC', 'AD', 'RG']",2020-09-27,News conference at the White House,"('KM', 'RG')",KM,RG,KM,Kayleigh McEnany,RG,Rudolph Giuliani,1
512,"['DT', 'KM', 'CC', 'AD', 'RG']",2020-09-27,News conference at the White House,"('CC', 'AD')",CC,AD,CC,Chris Christie,AD,Al Drago,1
513,"['DT', 'KM', 'CC', 'AD', 'RG']",2020-09-27,News conference at the White House,"('CC', 'RG')",CC,RG,CC,Chris Christie,RG,Rudolph Giuliani,1
514,"['DT', 'KM', 'CC', 'AD', 'RG']",2020-09-27,News conference at the White House,"('AD', 'RG')",AD,RG,AD,Al Drago,RG,Rudolph Giuliani,1
515,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('DT', 'MT')",DT,MT,DT,Donald Trump,MT,Melania Trump,1
516,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('DT', 'KM')",DT,KM,DT,Donald Trump,KM,Kayleigh McEnany,1
517,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('DT', 'CR')",DT,CR,DT,Donald Trump,CR,Charles Ray,1
518,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('DT', 'MP')",DT,MP,DT,Donald Trump,MP,Mike Pence,1
519,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('DT', 'KP')",DT,KP,DT,Donald Trump,KP,Karen Pence,1
520,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('MT', 'KM')",MT,KM,MT,Melania Trump,KM,Kayleigh McEnany,1
521,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('MT', 'CR')",MT,CR,MT,Melania Trump,CR,Charles Ray,1
522,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('MT', 'MP')",MT,MP,MT,Melania Trump,MP,Mike Pence,1
523,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('MT', 'KP')",MT,KP,MT,Melania Trump,KP,Karen Pence,1
524,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('KM', 'CR')",KM,CR,KM,Kayleigh McEnany,CR,Charles Ray,1
525,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('KM', 'MP')",KM,MP,KM,Kayleigh McEnany,MP,Mike Pence,1
526,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('KM', 'KP')",KM,KP,KM,Kayleigh McEnany,KP,Karen Pence,1
527,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('CR', 'MP')",CR,MP,CR,Charles Ray,MP,Mike Pence,1
528,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('CR', 'KP')",CR,KP,CR,Charles Ray,KP,Karen Pence,1
529,"['DT', 'MT', 'KM', 'CR', 'MP', 'KP']",2020-09-27,Gold Star families reception,"('MP', 'KP')",MP,KP,MP,Mike Pence,KP,Karen Pence,1
530,"['DT', 'PN', 'RP', 'MTURNER']",2020-09-28,Event with Lordstown Motors on the White House South Lawn,"('DT', 'PN')",DT,PN,DT,Donald Trump,PN,Peter Navarro,1
531,"['DT', 'PN', 'RP', 'MTURNER']",2020-09-28,Event with Lordstown Motors on the White House South Lawn,"('DT', 'RP')",DT,RP,DT,Donald Trump,RP,Rob Portman,1
532,"['DT', 'PN', 'RP', 'MTURNER']",2020-09-28,Event with Lordstown Motors on the White House South Lawn,"('DT', 'MTURNER')",DT,MTURNER,DT,Donald Trump,MTURNER,Mike Turner,1
533,"['DT', 'PN', 'RP', 'MTURNER']",2020-09-28,Event with Lordstown Motors on the White House South Lawn,"('PN', 'RP')",PN,RP,PN,Peter Navarro,RP,Rob Portman,1
534,"['DT', 'PN', 'RP', 'MTURNER']",2020-09-28,Event with Lordstown Motors on the White House South Lawn,"('PN', 'MTURNER')",PN,MTURNER,PN,Peter Navarro,MTURNER,Mike Turner,1
535,"['DT', 'PN', 'RP', 'MTURNER']",2020-09-28,Event with Lordstown Motors on the White House South Lawn,"('RP', 'MTURNER')",RP,MTURNER,RP,Rob Portman,MTURNER,Mike Turner,1
536,"['DT', 'MP', 'AA', 'BD', 'BG', 'RF', 'TREEV']",2020-09-28,Coronavirus briefing in the White House Rose Garden,"('DT', 'MP')",DT,MP,DT,Donald Trump,MP,Mike Pence,1
537,"['DT', 'MP', 'AA', 'BD', 'BG', 'RF', 'TREEV']",2020-09-28,Coronavirus briefing in the White House Rose Garden,"('DT', 'AA')",DT,AA,DT,Donald Trump,AA,Alex Azar,1
538,"['DT', 'MP', 'AA', 'BD', 'BG', 'RF', 'TREEV']",2020-09-28,Coronavirus briefing in the White House Rose Garden,"('DT', 'BD')",DT,BD,DT,Donald Trump,BD,Betsy DeVos,1
539,"['DT', 'MP', 'AA', 'BD', 'BG', 'RF', 'TREEV']",2020-09-28,Coronavirus briefing in the White House Rose Garden,"('DT', 'BG')",DT,BG,DT,Donald Trump,BG,Brett Giroir,1
540,"['DT', 'MP', 'AA', 'BD', 'BG', 'RF', 'TREEV']",2020-09-28,Coronavirus briefing in the White House Rose Garden,"('DT', 'RF')",DT,RF,DT,Donald Trump,RF,Robert Ford,1
541,"['DT', 'MP', 'AA', 'BD', 'BG', 'RF', 'TREEV']",2020-09-28,Coronavirus briefing in the White House Rose Garden,"('DT', 'TREEV')",DT,TREEV,DT,Donald Trump,TREEV,Tate Reeves,1
542,"['DT', 'MP', 'AA', 'BD', 'BG', 'RF', 'TREEV']",2020-09-28,Coronavirus briefing in the White House Rose Garden,"('MP', 'AA')",MP,AA,MP,Mike Pence,AA,Alex Azar,1
543,"['DT', 'MP', 'AA', 'BD', 'BG', 'RF', 'TREEV']",2020-09-28,Coronavirus briefing in the White House Rose Garden,"('MP', 'BD')",MP,BD,MP,Mike Pence,BD,Betsy DeVos,1
544,"['DT', 'MP', 'AA', 'BD', 'BG', 'RF', 'TREEV']",2020-09-28,Coronavirus briefing in the White House Rose Garden,"('MP', 'BG')",MP,BG,MP,Mike Pence,BG,Brett Giroir,1
545,"['DT', 'MP', 'AA', 'BD', 'BG', 'RF', 'TREEV']",2020-09-28,Coronavirus briefing in the White House Rose Garden,"('MP', 'RF')",MP,RF,MP,Mike Pence,RF,Robert Ford,1
546,"['DT', 'MP', 'AA', 'BD', 'BG', 'RF', 'TREEV']",2020-09-28,Coronavirus briefing in the White House Rose Garden,"('MP', 'TREEV')",MP,TREEV,MP,Mike Pence,TREEV,Tate Reeves,1
